Date,City,Time_Step,Temperature,Rainfall,Dengue_Cases,Temp_Scaled,Rain_Scaled,Cases_Scaled
2006-12-01,Colombo,83.0,25.5046,130.11,1105,0.257126,0.139786,0.125118
2007-01-01,Colombo,84.0,25.4633,5.0,1168,0.248208,0.0,0.132583
2007-02-01,Colombo,85.0,27.6096,27.99,1123,0.711858,0.025686,0.127251
2007-03-01,Colombo,86.0,27.4345,145.95,1249,0.674032,0.157487,0.14218
2007-04-01,Colombo,87.0,27.65,232.62,969,0.720589,0.254318,0.109005
2007-05-01,Colombo,88.0,27.6246,324.47,815,0.715103,0.356952,0.090758
2007-06-01,Colombo,89.0,27.2172,149.57,1090,0.627099,0.161529,0.123341
2007-07-01,Colombo,90.0,27.1823,15.75,1200,0.619556,0.012013,0.136374
2007-08-01,Colombo,91.0,26.3412,221.56,984,0.437855,0.241965,0.110782
2007-09-01,Colombo,92.0,25.9414,226.7,863,0.351477,0.247707,0.096446
2007-10-01,Colombo,93.0,26.1662,393.06,925,0.400054,0.433588,0.103791
2007-11-01,Colombo,94.0,24.6701,389.2,1055,0.076856,0.42927,0.119194
2007-12-01,Colombo,95.0,24.6523,241.3,1005,0.073006,0.264022,0.11327
2008-01-01,Colombo,96.0,25.3618,132.17,1081,0.226284,0.14209,0.122275
2008-02-01,Colombo,97.0,26.4222,260.5,875,0.455352,0.285473,0.097867
2008-03-01,Colombo,98.0,28.1298,153.19,1035,0.824245,0.16557,0.116825
2008-04-01,Colombo,99.0,26.9156,134.31,1157,0.561943,0.144476,0.13128
2008-05-01,Colombo,100.0,26.9375,692.6,1056,0.566664,0.768269,0.119313
2008-06-01,Colombo,101.0,27.8994,278.33,1022,0.774464,0.305399,0.115284
2008-07-01,Colombo,102.0,26.365,266.2,1297,0.442992,0.291846,0.147867
2008-08-01,Colombo,103.0,27.01,185.71,1312,0.582335,0.201911,0.149645
2008-09-01,Colombo,104.0,25.5331,306.13,1173,0.263282,0.336462,0.133175
2008-10-01,Colombo,105.0,26.0656,335.04,1148,0.378326,0.368763,0.130213
2008-11-01,Colombo,106.0,25.26,323.64,1366,0.20428,0.356019,0.156043
2008-12-01,Colombo,107.0,25.5388,296.6,1208,0.264507,0.325812,0.137322
2009-01-01,Colombo,108.0,27.0922,5.0,1274,0.6001,0.0,0.145142
2009-02-01,Colombo,109.0,25.8381,5.0,1466,0.329179,0.0,0.167891
2009-03-01,Colombo,110.0,28.1575,5.0,1252,0.830233,0.0,0.142536
2009-04-01,Colombo,111.0,27.8302,5.0,1139,0.759516,0.0,0.129147
2009-05-01,Colombo,112.0,26.7647,248.11,957,0.529337,0.27163,0.107583
2009-06-01,Colombo,113.0,25.7032,322.54,1107,0.300017,0.354799,0.125355
2009-07-01,Colombo,114.0,26.7077,177.77,1113,0.517028,0.193038,0.126066
2009-08-01,Colombo,115.0,25.9964,643.18,1079,0.363368,0.713045,0.122038
2009-09-01,Colombo,116.0,26.4661,351.58,1251,0.464844,0.387237,0.142417
2009-10-01,Colombo,117.0,26.2475,462.52,1117,0.417607,0.511201,0.12654
2009-11-01,Colombo,118.0,27.3014,900.0,1130,0.645288,1.0,0.128081
2009-12-01,Colombo,119.0,25.6185,338.53,1300,0.281733,0.372656,0.148223
2010-01-01,Colombo,120.0,25.6012,78.73,7749,0.277993,0.08238,0.912322
2010-02-01,Colombo,121.0,27.3634,24.53,6840,0.658681,0.021819,0.804621
2010-03-01,Colombo,122.0,27.986,63.23,6800,0.793175,0.065059,0.799882
2010-04-01,Colombo,123.0,28.7274,72.24,1312,0.953328,0.075125,0.149645
2010-05-01,Colombo,124.0,27.9081,231.32,1355,0.776345,0.252871,0.154739
2010-06-01,Colombo,125.0,27.1455,233.95,1250,0.611603,0.255809,0.142299
2010-07-01,Colombo,126.0,27.8206,264.85,1428,0.757454,0.290332,0.163389
2010-08-01,Colombo,127.0,25.469,354.87,1079,0.249431,0.390918,0.122038
2010-09-01,Colombo,128.0,25.7682,153.87,1359,0.314069,0.16633,0.155213
2010-10-01,Colombo,129.0,25.4887,387.74,1253,0.253698,0.427638,0.142654
2010-11-01,Colombo,130.0,25.7082,249.8,1351,0.301097,0.273516,0.154265
2010-12-01,Colombo,131.0,24.7086,268.22,1521,0.085177,0.294096,0.174408
2011-01-01,Colombo,132.0,26.9281,60.87,1303,0.564644,0.062428,0.148578
2011-02-01,Colombo,133.0,27.0422,5.0,1317,0.589293,0.0,0.150237
2011-03-01,Colombo,134.0,26.6334,185.04,1325,0.500966,0.201166,0.151185
2011-04-01,Colombo,135.0,26.8275,142.28,1068,0.542915,0.153385,0.120735
2011-05-01,Colombo,136.0,27.4908,259.66,1245,0.686201,0.284534,0.141706
2011-06-01,Colombo,137.0,27.5305,520.68,1248,0.694775,0.57618,0.142062
2011-07-01,Colombo,138.0,28.2474,148.22,1189,0.849642,0.160019,0.135071
2011-08-01,Colombo,139.0,28.7511,251.44,1314,0.958456,0.275353,0.149882
2011-09-01,Colombo,140.0,26.6115,528.68,1244,0.496251,0.585118,0.141588
2011-10-01,Colombo,141.0,25.4384,382.6,1170,0.242817,0.421903,0.13282
2011-11-01,Colombo,142.0,24.3144,900.0,1154,0.0,1.0,0.130924
2011-12-01,Colombo,143.0,26.0242,335.89,1468,0.369366,0.369713,0.168128
2012-01-01,Colombo,144.0,25.7696,43.94,1681,0.314382,0.043505,0.193365
2012-02-01,Colombo,145.0,26.8877,5.0,1365,0.555915,0.0,0.155924
2012-03-01,Colombo,146.0,27.3203,196.16,1433,0.649371,0.213584,0.163981
2012-04-01,Colombo,147.0,27.5274,164.16,1208,0.694098,0.177833,0.137322
2012-05-01,Colombo,148.0,28.0928,391.54,1273,0.816244,0.431885,0.145024
2012-06-01,Colombo,149.0,26.9856,615.96,1262,0.57707,0.68264,0.14372
2012-07-01,Colombo,150.0,26.5231,190.07,1234,0.477147,0.206781,0.140403
2012-08-01,Colombo,151.0,25.5915,245.11,1393,0.275892,0.268282,0.159242
2012-09-01,Colombo,152.0,24.9403,420.52,1479,0.13521,0.464269,0.169431
2012-10-01,Colombo,153.0,25.841,522.47,1429,0.329786,0.578177,0.163507
2012-11-01,Colombo,154.0,25.977,338.59,1344,0.35917,0.372727,0.153436
2012-12-01,Colombo,155.0,27.2243,243.06,1612,0.628637,0.265984,0.18519
2013-01-01,Colombo,156.0,26.5242,157.46,1469,0.47739,0.170345,0.168246
2013-02-01,Colombo,157.0,28.0062,23.87,1632,0.797537,0.021081,0.187559
2013-03-01,Colombo,158.0,27.4106,137.43,1233,0.668865,0.147962,0.140284
2013-04-01,Colombo,159.0,26.692,188.61,1636,0.513645,0.205152,0.188033
2013-05-01,Colombo,160.0,26.4679,327.48,1262,0.465225,0.360316,0.14372
2013-06-01,Colombo,161.0,26.2798,195.92,1144,0.424593,0.213319,0.129739
2013-07-01,Colombo,162.0,28.3528,73.39,1161,0.872409,0.076419,0.131754
2013-08-01,Colombo,163.0,25.7629,51.37,5332,0.312922,0.051812,0.625948
2013-09-01,Colombo,164.0,26.9508,175.05,5113,0.569542,0.189999,0.6
2013-10-01,Colombo,165.0,25.5077,319.62,4881,0.257785,0.351526,0.572512
2013-11-01,Colombo,166.0,26.7653,309.58,1188,0.529462,0.340318,0.134953
2013-12-01,Colombo,167.0,26.118,385.22,1039,0.389627,0.424825,0.117299
2014-01-01,Colombo,168.0,26.2947,159.84,1145,0.427805,0.173005,0.129858
2014-02-01,Colombo,169.0,27.1874,32.96,955,0.620653,0.031235,0.107346
2014-03-01,Colombo,170.0,27.2862,138.6,1065,0.641993,0.14927,0.120379
2014-04-01,Colombo,171.0,27.9969,450.07,1172,0.795521,0.497282,0.133057
2014-05-01,Colombo,172.0,26.876,279.62,945,0.553387,0.306839,0.106161
2014-06-01,Colombo,173.0,25.8795,277.42,1363,0.338116,0.304375,0.155687
2014-07-01,Colombo,174.0,25.6276,250.09,1266,0.283706,0.273848,0.144194
2014-08-01,Colombo,175.0,26.5581,190.07,1049,0.484703,0.206781,0.118483
2014-09-01,Colombo,176.0,27.5433,349.55,1227,0.697534,0.38497,0.139573
2014-10-01,Colombo,177.0,26.358,264.95,1212,0.441481,0.290452,0.137796
2014-11-01,Colombo,178.0,25.9251,333.55,1164,0.347961,0.367092,0.132109
2014-12-01,Colombo,179.0,26.0387,438.05,1243,0.372496,0.483859,0.141469
2015-01-01,Colombo,180.0,27.4648,89.21,1197,0.680582,0.094085,0.136019
2015-02-01,Colombo,181.0,27.3955,206.18,1246,0.665612,0.224779,0.141825
2015-03-01,Colombo,182.0,27.4813,118.1,1278,0.684137,0.126371,0.145616
2015-04-01,Colombo,183.0,28.525,237.14,1267,0.909621,0.259377,0.144313
2015-05-01,Colombo,184.0,27.583,297.83,1238,0.706118,0.327181,0.140877
2015-06-01,Colombo,185.0,28.0886,542.6,1253,0.815341,0.600671,0.142654
2015-07-01,Colombo,186.0,26.7966,333.56,1352,0.536229,0.367104,0.154384
2015-08-01,Colombo,187.0,25.4404,251.63,1389,0.24326,0.275569,0.158768
2015-09-01,Colombo,188.0,25.1855,196.32,1189,0.188184,0.213762,0.135071
2015-10-01,Colombo,189.0,27.5507,409.56,1235,0.699148,0.452019,0.140521
2015-11-01,Colombo,190.0,27.3989,419.86,1477,0.666353,0.463534,0.169194
2015-12-01,Colombo,191.0,25.6664,259.56,1527,0.292074,0.284427,0.175118
2016-01-01,Colombo,192.0,26.1135,48.46,1443,0.388653,0.048559,0.165166
2016-02-01,Colombo,193.0,28.3892,127.84,1341,0.880268,0.137248,0.153081
2016-03-01,Colombo,194.0,26.9244,86.09,1409,0.563833,0.090599,0.161137
2016-04-01,Colombo,195.0,26.9242,265.52,1356,0.563801,0.291088,0.154858
2016-05-01,Colombo,196.0,27.7547,155.86,1107,0.7432,0.168556,0.125355
2016-06-01,Colombo,197.0,26.5443,235.74,1263,0.481732,0.257812,0.143839
2016-07-01,Colombo,198.0,26.6459,41.3,1099,0.503677,0.040553,0.124408
2016-08-01,Colombo,199.0,26.2892,97.61,1172,0.426629,0.103469,0.133057
2016-09-01,Colombo,200.0,26.5501,900.0,1175,0.482973,1.0,0.133412
2016-10-01,Colombo,201.0,27.356,427.92,1367,0.657075,0.472542,0.156161
2016-11-01,Colombo,202.0,26.0925,275.48,1095,0.38412,0.302214,0.123934
2016-12-01,Colombo,203.0,26.3252,110.04,1307,0.434386,0.117363,0.149052
2017-01-01,Colombo,204.0,24.7799,5.0,1397,0.10056,0.0,0.159716
2017-02-01,Colombo,205.0,27.181,48.04,1348,0.619278,0.04809,0.15391
2017-03-01,Colombo,206.0,27.1354,304.41,1307,0.609426,0.33454,0.149052
2017-04-01,Colombo,207.0,26.665,225.47,1100,0.507792,0.246336,0.124526
2017-05-01,Colombo,208.0,26.5375,257.6,1190,0.480254,0.282239,0.13519
2017-06-01,Colombo,209.0,26.5927,299.8,1156,0.492184,0.329381,0.131161
2017-07-01,Colombo,210.0,27.3827,75.68,1337,0.662851,0.078976,0.152607
2017-08-01,Colombo,211.0,25.3589,193.42,6494,0.225646,0.21053,0.763626
2017-09-01,Colombo,212.0,26.3045,272.4,6403,0.429926,0.298769,0.752844
2017-10-01,Colombo,213.0,25.8427,349.42,6449,0.330156,0.384829,0.758294
2017-11-01,Colombo,214.0,25.7579,396.3,1049,0.311836,0.437212,0.118483
2017-12-01,Colombo,215.0,26.6122,578.85,1252,0.496398,0.641178,0.142536
2018-01-01,Colombo,216.0,26.8505,124.83,1145,0.547874,0.133884,0.129858
2018-02-01,Colombo,217.0,28.2899,36.45,1330,0.85883,0.03514,0.151777
2018-03-01,Colombo,218.0,27.6864,182.61,1203,0.728453,0.198442,0.13673
2018-04-01,Colombo,219.0,27.0832,320.99,1358,0.598156,0.353067,0.155095
2018-05-01,Colombo,220.0,27.0609,224.76,1241,0.593331,0.24554,0.141232
2018-06-01,Colombo,221.0,27.054,191.57,1445,0.591837,0.208463,0.165403
2018-07-01,Colombo,222.0,26.7913,307.42,4396,0.535078,0.337903,0.515047
2018-08-01,Colombo,223.0,25.5525,201.9,5898,0.26747,0.220003,0.69301
2018-09-01,Colombo,224.0,26.3524,376.75,5708,0.440271,0.415358,0.670498
2018-10-01,Colombo,225.0,26.4126,320.91,1274,0.453274,0.352969,0.145142
2018-11-01,Colombo,226.0,28.034,449.44,1507,0.80354,0.496585,0.172749
2018-12-01,Colombo,227.0,27.3115,240.76,1163,0.64746,0.263418,0.131991
2019-01-01,Colombo,228.0,25.7374,92.02,1363,0.307417,0.097227,0.155687
2019-02-01,Colombo,229.0,26.9901,216.7,1457,0.578032,0.236533,0.166825
2019-03-01,Colombo,230.0,26.6392,81.84,1355,0.502239,0.085853,0.154739
2019-04-01,Colombo,231.0,27.1674,115.39,1236,0.616343,0.123341,0.14064
2019-05-01,Colombo,232.0,27.4925,266.48,1304,0.686562,0.292162,0.148697
2019-06-01,Colombo,233.0,27.8247,298.78,1184,0.758326,0.328242,0.134479
2019-07-01,Colombo,234.0,26.0667,75.3,1196,0.37856,0.078547,0.1359
2019-08-01,Colombo,235.0,25.8967,268.21,1157,0.341825,0.294087,0.13128
2019-09-01,Colombo,236.0,24.5622,221.34,1286,0.053533,0.241719,0.146564
2019-10-01,Colombo,237.0,26.0999,448.14,1216,0.385718,0.495123,0.13827
2019-11-01,Colombo,238.0,25.1701,141.5,1433,0.184856,0.152513,0.163981
2019-12-01,Colombo,239.0,25.3864,167.31,1295,0.2316,0.181357,0.14763
2020-01-01,Colombo,240.0,25.7185,5.0,6554,0.303335,0.0,0.770735
2020-02-01,Colombo,241.0,27.1446,25.42,7743,0.611408,0.022817,0.911611
2020-03-01,Colombo,242.0,26.4038,130.59,6348,0.45138,0.140328,0.746327
2020-04-01,Colombo,243.0,26.4664,176.34,1050,0.464892,0.191443,0.118602
2020-05-01,Colombo,244.0,28.9434,282.1,1082,1.0,0.309609,0.122393
2020-06-01,Colombo,245.0,25.8301,249.86,973,0.327433,0.273581,0.109479
2020-07-01,Colombo,246.0,25.7726,587.67,1033,0.315013,0.651023,0.116588
2020-08-01,Colombo,247.0,27.8895,136.53,1057,0.772335,0.146958,0.119431
2020-09-01,Colombo,248.0,28.6041,320.99,1195,0.926692,0.353059,0.135782
2020-10-01,Colombo,249.0,25.2927,409.32,1164,0.211358,0.451758,0.132109
2020-11-01,Colombo,250.0,25.7254,363.84,1189,0.304823,0.400942,0.135071
2020-12-01,Colombo,251.0,26.0832,274.76,1409,0.382127,0.301411,0.161137
2021-01-01,Colombo,252.0,27.803,95.07,1330,0.753633,0.100641,0.151777
2021-02-01,Colombo,253.0,26.4305,254.33,1315,0.457148,0.278576,0.15
2021-03-01,Colombo,254.0,27.6138,103.81,1366,0.712765,0.110405,0.156043
2021-04-01,Colombo,255.0,28.2619,166.11,1446,0.852771,0.180015,0.165521
2021-05-01,Colombo,256.0,27.5878,242.09,1376,0.707156,0.264903,0.157227
2021-06-01,Colombo,257.0,26.5591,180.01,1125,0.48492,0.195541,0.127488
2021-07-01,Colombo,258.0,26.5429,101.0,1279,0.481435,0.107265,0.145735
2021-08-01,Colombo,259.0,25.3201,146.11,1277,0.217264,0.157661,0.145498
2021-09-01,Colombo,260.0,26.0895,258.79,1265,0.38347,0.283559,0.144076
2021-10-01,Colombo,261.0,26.0169,383.05,1150,0.367793,0.422406,0.13045
2021-11-01,Colombo,262.0,26.2057,337.13,1187,0.408589,0.371097,0.134834
2021-12-01,Colombo,263.0,25.3657,169.0,1125,0.227126,0.183237,0.127488
2022-01-01,Colombo,264.0,26.7972,143.37,1190,0.536369,0.154609,0.13519
2022-02-01,Colombo,265.0,28.0302,150.67,1105,0.802718,0.162763,0.125118
2022-03-01,Colombo,266.0,27.9343,98.01,1329,0.782016,0.10392,0.151659
2022-04-01,Colombo,267.0,27.9214,138.45,1142,0.779221,0.149102,0.129502
2022-05-01,Colombo,268.0,27.2825,346.24,1082,0.641205,0.381278,0.122393
2022-06-01,Colombo,269.0,26.8601,277.63,1196,0.549943,0.304612,0.1359
2022-07-01,Colombo,270.0,26.0728,84.71,1202,0.379861,0.089061,0.136611
2022-08-01,Colombo,271.0,26.6732,211.77,1126,0.509573,0.23103,0.127607
2022-09-01,Colombo,272.0,26.2022,285.4,1202,0.407819,0.313299,0.136611
2022-10-01,Colombo,273.0,27.9045,284.33,1120,0.775577,0.312105,0.126896
2022-11-01,Colombo,274.0,27.2787,348.23,1249,0.640376,0.383494,0.14218
2022-12-01,Colombo,275.0,26.1187,113.85,1216,0.389782,0.121625,0.13827
2023-01-01,Colombo,276.0,25.8096,178.25,1249,0.323003,0.193581,0.14218
2023-02-01,Colombo,277.0,26.3301,545.62,1168,0.435449,0.604045,0.132583
2023-03-01,Colombo,278.0,28.7629,90.58,1169,0.961011,0.095619,0.132701
2023-04-01,Colombo,279.0,27.8502,219.76,1312,0.763839,0.239951,0.149645
2023-05-01,Colombo,280.0,27.6241,109.58,1107,0.714998,0.116845,0.125355
2023-06-01,Colombo,281.0,25.4643,170.08,7156,0.248425,0.184449,0.842062
2023-07-01,Colombo,282.0,27.392,177.06,6106,0.664844,0.192243,0.717654
2023-08-01,Colombo,283.0,26.7835,131.44,1418,0.53341,0.141273,0.162204
2023-09-01,Colombo,284.0,25.3917,321.59,1259,0.232725,0.353734,0.143365
2023-10-01,Colombo,285.0,25.8528,516.09,1175,0.332341,0.571054,0.133412
2023-11-01,Colombo,286.0,26.231,238.91,1163,0.414041,0.261353,0.131991
2023-12-01,Colombo,287.0,25.852,163.24,1321,0.332166,0.176808,0.150711
2024-01-01,Colombo,288.0,26.1863,90.2,1308,0.404382,0.095191,0.149171
2024-02-01,Colombo,289.0,27.1372,220.41,1284,0.609813,0.240681,0.146327
2024-03-01,Colombo,290.0,27.6084,12.99,1305,0.711607,0.008927,0.148815
2024-04-01,Colombo,291.0,27.762,210.6,1222,0.744796,0.229724,0.138981
2024-05-01,Colombo,292.0,28.4172,448.07,1292,0.886326,0.495055,0.147275
2024-06-01,Colombo,293.0,24.8067,130.45,1117,0.106353,0.140167,0.12654
2024-07-01,Colombo,294.0,26.4605,98.07,1200,0.463629,0.103994,0.136374
2024-08-01,Colombo,295.0,26.5612,183.32,1252,0.485381,0.199242,0.142536
2024-09-01,Colombo,296.0,26.5168,222.79,7097,0.475787,0.243344,0.835071
2024-10-01,Colombo,297.0,25.9325,421.32,7541,0.349556,0.46516,0.887678
2024-11-01,Colombo,298.0,24.6146,352.37,8489,0.064864,0.388126,1.0
2024-12-01,Colombo,299.0,26.0724,88.24,1220,0.379784,0.093009,0.138744
